datetime,latitude,longitude,heading,signalLevel,noiseLevel,frequency,channel,rxbitrate,txbitrate,txpower,channelWidth,connected,syncing
2026-02-11T15-55-28,44.56675833333334,-123.27438633333334,-165.6875,None,None,None,None,None,None,None,None,False,False
2026-02-11T15-55-33,44.56675499999999,-123.27438550000001,-165.6875,-63,-90,2452,9,216.0,81.0,21.0,None,True,True
2026-02-11T15-55-38,44.5667525,-123.27438583333333,-165.6875,-64,-90,2452,9,180.0,81.0,21.0,None,True,True
2026-02-11T15-55-43,44.566750333333324,-123.27438550000001,-165.6875,-64,-90,2452,9,216.0,45.0,21.0,None,True,True
2026-02-11T15-55-48,44.566749333333334,-123.27438516666668,-165.6875,-64,-90,2452,9,180.0,40.5,21.0,None,True,True
2026-02-11T15-55-53,44.566749333333334,-123.2743845,-165.6875,-64,-90,2452,9,180.0,40.5,21.0,None,True,True
2026-02-11T15-55-58,44.566749333333334,-123.27438500000001,-165.6875,-63,-90,2452,9,216.0,81.0,21.0,None,True,True
