datetime,latitude,longitude,heading,signalLevel,noiseLevel,frequency,channel,rxbitrate,txbitrate,txpower,channelWidth,connected,syncing
2026-02-11T17-19-53,44.56682049999999,-123.27436366666667,-79.25,None,None,None,None,None,None,None,None,False,False
2026-02-11T17-19-58,44.56682133333334,-123.27436433333332,-79.125,-67,-89,2462,11,45.0,216.0,18.0,None,True,True
2026-02-11T17-20-03,44.566821,-123.27437116666667,-98.875,-74,-89,2462,11,45.0,162.0,18.0,None,True,True
2026-02-11T17-20-08,44.56681466666667,-123.27441833333333,-77.1875,-69,-89,2462,11,45.0,162.0,18.0,None,True,True
2026-02-11T17-20-13,44.56681616666666,-123.27447400000001,-73.6875,-64,-87,2462,11,108.0,300.0,18.0,None,True,True
2026-02-11T17-20-18,44.566821,-123.27453783333334,-72.1875,-71,-87,2462,11,54.0,162.0,18.0,None,True,True
2026-02-11T17-20-23,44.566820166666666,-123.27459133333332,-83.5625,-72,-87,2462,11,6.5,108.0,18.0,None,True,True
2026-02-11T17-20-28,44.5668185,-123.27465316666667,-75.25,-70,-87,2462,11,40.5,162.0,18.0,None,True,True
2026-02-11T17-20-33,44.56681700000001,-123.27472883333333,-79.1875,-68,-87,2462,11,27.0,121.5,18.0,None,True,True
2026-02-11T17-20-38,44.566821,-123.27480683333333,-72.125,-75,-87,2462,11,6.5,81.0,18.0,None,True,True
2026-02-11T17-20-43,44.566821,-123.27490083333332,-75.4375,-73,-89,2462,11,13.5,121.5,18.0,None,True,True
2026-02-11T17-20-48,44.56681983333333,-123.27498033333335,-75.875,-74,-89,2462,11,6.5,81.0,18.0,None,True,True
2026-02-11T17-20-53,44.566821,-123.27509283333332,-71.125,-77,-89,2462,11,6.5,11.0,18.0,None,True,True
2026-02-11T17-20-58,44.56682250000001,-123.27511533333333,-74.4375,-81,-88,2462,11,6.5,1.0,18.0,None,True,True
2026-02-11T17-21-03,44.56682250000001,-123.27511533333333,-77.8125,-84,-89,2462,11,6.5,5.5,18.0,None,True,True
2026-02-11T17-21-08,44.56682250000001,-123.27511533333333,-75.6875,-84,-89,2462,11,6.5,1.0,18.0,None,True,True
2026-02-11T17-21-13,44.56682250000001,-123.27511533333333,-77.75,-83,-89,2462,11,6.5,1.0,18.0,None,True,True
2026-02-11T17-21-18,44.56682250000001,-123.27511533333333,-75.5625,-79,-90,2462,11,13.5,11.0,18.0,None,True,True
2026-02-11T17-21-23,44.56682250000001,-123.27511533333333,-76.625,-83,-90,2462,11,6.5,1.0,18.0,None,True,True
2026-02-11T17-21-28,44.56682250000001,-123.27511533333333,-79.25,-84,-89,2462,11,6.5,1.0,18.0,None,True,True
2026-02-11T17-21-33,44.56682250000001,-123.27511533333333,-67.25,-83,-89,2462,11,6.5,1.0,18.0,None,True,True
2026-02-11T17-21-38,44.56682250000001,-123.27511533333333,-74.125,-80,-89,2462,11,6.5,1.0,18.0,None,True,True
2026-02-11T17-21-43,44.56682250000001,-123.27511533333333,-77.125,-84,-89,2462,11,6.5,1.0,18.0,None,True,True
2026-02-11T17-21-48,44.56682250000001,-123.27511533333333,-77.625,-84,-89,2462,11,6.5,1.0,18.0,None,True,True
2026-02-11T17-21-53,44.56682250000001,-123.27511533333333,-66.625,-88,-90,2462,11,6.5,1.0,18.0,None,True,True
2026-02-11T17-21-58,44.56682250000001,-123.27511533333333,-68.125,-87,-89,2462,11,6.5,1.0,18.0,None,True,True
2026-02-11T17-22-03,44.56682250000001,-123.27511533333333,-68.125,-87,-90,2462,11,6.5,1.0,18.0,None,True,True
2026-02-11T17-22-08,44.56682250000001,-123.27511533333333,-68.125,-87,-90,2462,11,6.5,1.0,18.0,None,True,True
