datetime,latitude,longitude,heading,signalLevel,noiseLevel,frequency,channel,rxbitrate,txbitrate,txpower,channelWidth,connected,syncing
2026-02-25T14-20-41,0.0,0.0,0.0,None,None,None,None,None,None,None,None,False,False
2026-02-25T14-20-46,0.0,0.0,0.0,-38,-72,924,None,None,32.5,21.0,8,True,True
2026-02-25T14-20-51,0.0,0.0,0.0,-34,-76,924,None,None,32.5,21.0,8,True,True
2026-02-25T14-20-56,0.0,0.0,0.0,-32,-78,924,None,None,32.5,21.0,8,True,True
2026-02-25T14-21-01,0.0,0.0,0.0,-32,-76,924,None,None,32.5,21.0,8,True,True
2026-02-25T14-21-06,0.0,0.0,0.0,-33,-76,924,None,None,32.5,21.0,8,True,True
2026-02-25T14-21-11,0.0,0.0,0.0,-35,-76,924,None,None,32.5,21.0,8,True,True
2026-02-25T14-21-16,0.0,0.0,0.0,-38,-70,924,None,None,32.5,21.0,8,True,True
2026-02-25T14-21-21,0.0,0.0,0.0,-33,-78,924,None,None,32.5,21.0,8,True,True
2026-02-25T14-21-26,0.0,0.0,0.0,-33,-76,924,None,None,32.5,21.0,8,True,True
2026-02-25T14-21-31,0.0,0.0,0.0,-33,-76,924,None,None,32.5,21.0,8,True,True
2026-02-25T14-21-36,0.0,0.0,0.0,-34,-78,924,None,None,32.5,21.0,8,True,True
2026-02-25T14-21-41,0.0,0.0,0.0,-33,-78,924,None,None,32.5,21.0,8,True,True
2026-02-25T14-21-46,0.0,0.0,0.0,-38,-78,924,None,None,32.5,21.0,8,True,True
2026-02-25T14-21-51,0.0,0.0,0.0,-32,-76,924,None,None,32.5,21.0,8,True,True
2026-02-25T14-21-56,0.0,0.0,0.0,-33,-76,924,None,None,32.5,21.0,8,True,True
2026-02-25T14-22-01,0.0,0.0,0.0,-38,-76,924,None,None,32.5,21.0,8,True,True
2026-02-25T14-22-06,0.0,0.0,0.0,-33,-76,924,None,None,32.5,21.0,8,True,True
2026-02-25T14-22-11,0.0,0.0,0.0,-38,-64,924,None,None,32.5,21.0,8,True,True
2026-02-25T14-22-16,0.0,0.0,0.0,-33,-68,924,None,None,32.5,21.0,8,True,True
2026-02-25T14-22-21,0.0,0.0,0.0,-34,-72,924,None,None,32.5,21.0,8,True,True
2026-02-25T14-22-26,0.0,0.0,0.0,-33,-76,924,None,None,32.5,21.0,8,True,True
2026-02-25T14-22-31,0.0,0.0,0.0,-34,-78,924,None,None,32.5,21.0,8,True,True
2026-02-25T14-22-36,0.0,0.0,0.0,-34,-78,924,None,None,32.5,21.0,8,True,True
2026-02-25T14-22-41,0.0,0.0,0.0,-38,-72,924,None,None,32.5,21.0,8,True,True
2026-02-25T14-22-46,0.0,0.0,0.0,-36,-74,924,None,None,32.5,21.0,8,True,True
2026-02-25T14-22-51,0.0,0.0,0.0,-33,-76,924,None,None,32.5,21.0,8,True,True
2026-02-25T14-22-56,0.0,0.0,0.0,-34,-70,924,None,None,32.5,21.0,8,True,True
2026-02-25T14-23-01,0.0,0.0,0.0,-33,-76,924,None,None,32.5,21.0,8,True,True
2026-02-25T14-23-06,0.0,0.0,0.0,-33,-76,924,None,None,32.5,21.0,8,True,True
2026-02-25T14-23-11,0.0,0.0,0.0,-33,-74,924,None,None,32.5,21.0,8,True,True
2026-02-25T14-23-16,0.0,0.0,0.0,-33,-76,924,None,None,32.5,21.0,8,True,True
2026-02-25T14-23-21,0.0,0.0,0.0,-35,-72,924,None,None,32.5,21.0,8,True,True
2026-02-25T14-23-26,0.0,0.0,0.0,-33,-80,924,None,None,32.5,21.0,8,True,True
2026-02-25T14-23-31,0.0,0.0,0.0,-34,-76,924,None,None,32.5,21.0,8,True,True
2026-02-25T14-23-36,0.0,0.0,0.0,-33,-80,924,None,None,32.5,21.0,8,True,True
2026-02-25T14-23-41,0.0,0.0,0.0,-38,-78,924,None,None,32.5,21.0,8,True,True
2026-02-25T14-23-46,0.0,0.0,0.0,-34,-76,924,None,None,32.5,21.0,8,True,True
2026-02-25T14-23-51,0.0,0.0,0.0,-33,-68,924,None,None,32.5,21.0,8,True,True
2026-02-25T14-23-56,0.0,0.0,0.0,-33,-70,924,None,None,32.5,21.0,8,True,True
2026-02-25T14-24-01,0.0,0.0,0.0,-37,-76,924,None,None,32.5,21.0,8,True,True
